Artikelnummer;Bezeichnung1;Bezeichnung2;EANNummer;Gewicht;GewichtLME;USER_AABreite;USER_AAHoehe;USER_AATiefe;USER_AFBreite;USER_AFGewicht;USER_AFHoehe;USER_AFLaenge;USER_AFVolumen;USER_AI;USER_AIBreite;USER_AIHoehe;USER_AILaenge;USER_EANNummerVerp;USER_EANNummerVerp2;USER_Farbe;USER_GewVE1;USER_GewVE2;USER_MatZusammensetzung;USER_Material;USER_PHArtikel115Pal;USER_ULBreite;USER_ULGewicht;USER_ULHoehe;USER_ULLaenge;Verkaufsmengeneinheit;Warennummer;FEFCO_Code
311103101;"Kalenderverpackung zum Wickeln, A3, 420x310x10mm";"braun, wiederverschließbar, VE 1 Stück ";4250414133979;0.143;0.143;42.5;1.7;31.5;56.9;0.143;0.22;72.6;1;;31;1;42;;;braun;;;"120 KLS / 80 WS / 115 TL";"1.20b KLS N2";900;;;;;Stck.;48191000;"Fefco 0490"
311103120;"Modulbox, 335x244x77mm";"braun, 20 St. gebündelt, AM: 350x250x80mm";4250414146405;0.127;0;25;8;35;40.5;2.54;8;67;20;;24.4;7.7;33.5;4250414146436;;schwarz;;;"120 KLS braun / 70 WS / 115 TL braun";"1.20e KLS";1040;;;;;Stck.;48191000;Stanzverp.
311103201;"Kalenderverpackung zum Wickeln, A2, 620x420x10mm";"braun, wiederverschließbar, VE 1 Stück ";4250414133986;0.27;0.27;62.5;1.7;42.5;76.9;0.27;0.22;94.6;1;;42;1;62;;;;;;"120 KLS / 80 WS / 115 TL";"1.20b KLS N2";450;;;;;Stck.;48191000;"Fefco 0490"
311103301;"Kalenderverpackung zum Wickeln, 800x600x30mm";"braun, wiederverschließbar, VE 1 Stück ";4250414134761;0.744;0.744;80.6;3.6;60.6;111.2;0.744;;140.8;1;;60;30;80;;;;;;"175 gr. KLS braun, 115 gr. WS, 135 gr. TL braun";"1.40c KLS N7";400;;;;;Stck.;48191000;
311103401;"Kalenderverpackung zum Wickeln, 1180x780x30mm";"braun, wiederverschließbar, VE 1 Stück ";4250414134778;1.087;1.229;78;3.6;118.6;145.2;1.087;;178.2;1;;78;3;118;;;;;;"175 gr. KLS braun, 115 gr. WS, 135 gr. TL braun";"1.40c KLS N7";400;;;;;Stck.;48191000;
311103601;"Kalenderverpackung zum Wickeln, A4 - 347x247x15mm";"AM: 350x250x20mm, lose";4250414140199;0.09;0.09;25;2;35;50.3;0.09;0.15;60.3;1;;24.7;1.5;34.7;;;;;;"115 TL / 70 WS / 115 TL";1.02e;1300;;;;;Stck.;48191000;
311104004;"Versandkarton Bier-Adventskalender, 550x340x300mm";"braun, 15 St. gebündelt";4250414146313;1.051;0;34.7;32.2;55.7;66.5;15.765;17.5;90;15;;34;30;55;;;;;;"175 KL braun / 135 WS / 115 WS / 140 PMS / 175 KL braun";"2.70bc N1";300;;;;;Stck.;48191000;"Fefco 0201"
311104005;"Bier-Adventskalender, 479x322x300mm";"braun, mit Gefache u. Bodenverstärker";4250414146283;2.598;0;33.2;30;51;;;;;;;33.2;30;47.9;4250414146290;;schwarz;;;"120 KL braun / 80 WS / 90 WS / 80 WS / 115 TL braun";"2.30be KLS N2";38;;;;;Stck.;48191000;"Fefco 0471"
311104100;"Bilderkarton, 900x120x800mm";"braun, mit Handgriffausstanzung, lose";4250414144784;1.135;1.135;;;;105;;1;103;;;;;;;;;;;"115 TL braun / 80 WS / 80 WS / 80 WS / 90 TL braun";"2.03be N2";240;;;;;Stck.;48191000;"Fefco 0203"
311104105;"Bilderkarton, 900x120x800mm";"braun, mit Handgriffausstanzung, VE5";4250414144784;1.135;5.675;;;;52;;7;105;;;;;;4250414144791;;;;;"115 TL braun / 80 WS / 80 WS / 80 WS / 90 TL braun";"2.03be N2";130;;;;;Stck.;48191000;"Fefco 0203"
311104125;"Twist-Buchverpackung A4, 330x240x80mm";"braun, 25 St. geb.";4250414135782;0.153;0.153;26;9.5;38;62.3;0.153;9.5;72;1;;24;8;33;4250414135799;;braun;;;"115 TL / 80 WS / 115 TL";"1.02b N2";900;;;;;Stck.;48191000;
311113501;"Kalenderverpackung, 500 x 750 mm, braun";"mit SK und Aufreißfaden, unbedruckt, lose,";4250414144814;0.527;0.527;;;;79.9;;0.45;118.1;;;75;4;50;;;;;;"135 KL / 115 WS / 135 TL";"1.30b N7";220;;;;;Stck.;48191000;
311304010;"Automatikbodenkarton, 230x160x80mm";"braun, mit SK, 10 St. geb.,";4250414144081;0.075;0.075;16.5;9;23.5;25;0.75;6;40;10;;16;8;23;4250414144098;;;;;"120KLS / 80WS / 115TL";"1.20b KLS N2";1700;;;;;Stck.;48191000;"Fefco 0701"
311310110;"Automatikbodenkarton, 195x95x90mm";"10 St. geb., mit Arretierungslasche + SK";4250414143565;0.062;0.062;10;10.2;20;19.5;0.62;5.5;29.6;10;;9.5;9;19.5;4250414143572;;braun;;;"120KLS / 80WS / 115TL";"1.20b KLS N2";2880;;;;;Stck.;48191000;"Fefco 0701"
311310210;"Automatikbodenkarton, 194x194x87mm,";"10 St. geb., mit Arretierungslasche + SK";4250414143589;0.137;0.137;19.9;9.2;19.9;29.5;1.37;5.5;39.5;10;;19.4;8.7;19.4;4250414143596;;;;;"120KLS / 80WS / 115TL";"1.20b KLS N2";1440;;;;;Stck.;48191000;"Fefco 0701"
311310310;"Automatikbodenkarton, 260x200x160mm";"10 St. geb., mit Arretierungslasche + SK";4250414143619;0.174;0.174;;;;32;1.74;5.5;47;10;;;;;4250414143626;;;;;"120KLS / 80WS / 115TL";"1.20b KLS N2";1200;;;;;Stck.;48191000;"Fefco 0701"
311314410;"Automatikbodenkarton, 380x260x150mm";"braun, mit SK u. Aufreißfaden, 10 St. gebündelt";4250414144883;0.215;0.215;;;;42;;6.5;65;10;;;;;4250414144890;;;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";640;;;;;Stck.;48191000;"Fefco 0701"
311314510;"Automatikbodenkarton, 346x243x83mm";"braun, mit SK u. Aufreißfaden, 10 St. gebündelt";4250414145163;0.16;0.16;24.8;9.8;35.1;33.5;;5.5;59.5;;;24.3;8.3;34.6;;;;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";640;;;;;Stck.;48191000;"Fefco 0701"
311600010;"Planbox SK - A2 - 435 x 105 x 105 mm, braun,";"mit Selbstklebung, 10 St gebündelt";4250414139308;0.13;0.13;44.5;10.8;10.8;21.8;1.3;5.5;65;10;;10.5;10.5;43.5;4250414139315;;;;;"KLS 140 / WS 115/ TL 135";"1.30b KLS N7";900;;;;;Stck.;48191000;
311600110;"Planbox SK - A1 - 610 x 105 x 105 mm, braun,";"mit Selbstklebung, 10 St gebündelt";4250414139322;0.165;0.165;6.2;10.8;10.8;21.8;1.65;5.5;82.4;10;;10.5;10.5;61;4250414139339;;;;;"140 KLS / 115 WS / 135 TL";"1.30b KLS N7";900;;;;;Stck.;48191000;
311600210;"Planbox SK - 715 x 105 x 105 mm, braun";"mit Selbstklebung, 10 St. gebündelt";4250414139346;0.186;0.186;72.5;10.8;10.8;21.8;1.86;5.5;93;10;;10.5;10.5;61;4250414139353;;;;;"140 KLS braun / 115 WS / 135 TL braun";"1.30b KLS N7";900;;;;;Stck.;48191000;
311600310;"Planbox SK - A0 - 860 x 105 x 105  mm, braun,";"mit Selbstklebung, 10 St gebündelt";4250414139360;0.215;0.215;88;10.8;10.8;21.6;2.15;5.5;107.4;10;;10.5;10.5;86;4250414139377;;;;;"140 KLS / 115 WS / 135 TL";"1.30b KLS N7";720;;;;;Stck.;48191000;
311600320;"Planbox SK - Teleskop - 860 x 111 x 111 mm, braun";"mit 2 SK + Aufreißfaden, 10 St. gebündelt";4250414144548;0.214;0.214;;;;23;;4.5;106;;;;;;4250414144654;;;;;"140 KLS braun / 115 WS / 135 TL braun";"1.30b KLS N7";720;;;;;Stck.;48191000;
311600610;"Planbox SK - 1005 x 105 x 105 mm, braun";"mit 2 SK + Aufreißfaden, 10 St. gebündelt";4250414144524;0.239;0.239;;;;22;;5.5;122;;;;;;4250414144647;;;;;"140 KLS braun / 115 WS / 135 TL braun";"1.30b KLS N7";720;;;;;Stck.;48191000;
311600810;"Planbox SK - 315 x 105 x 105 mm, braun";"mit 2 SK + Aufreißfaden, 10 St. gebündelt";4250414146047;0.101;0;11;11;32;21.5;1.01;4.5;53;10;;10.5;10.5;31.5;4250414146054;;schwarz;;;"140 KLS braun / 115 WS / 135 TL braun";"1.30b KLS N7";1600;;;;;Stck.;48191000;Stanzverp.
311600910;"Planbox, 510x105x105mm";"mit 2x SK u. Aufreißfaden, braun, 10 St. geb.";4250414146504;0.139;0;10.8;10.8;52.2;21.5;1.39;4.5;72;10;;10.5;10.5;51;4250414146511;;schwarz;;;"140 KLS braun / 115 WS / 135 TL braun";"1.30b KLS N7";900;;;;;Stck.;48191000;Stanzverp.
312401020;"Smart-Mailer 2, braun, 200x200x100mm,";"VE 20";4250414135973;0.119;0.119;;;;40.9;2.38;4.5;84.1;20;;20;10;20;4250414135980;;;;;"120 KLS / 80 WS / 115 TL";"1.20b KLS N2";1320;;;;;Stck.;48191000;"Fefco 0426"
312401120;"Smart-Mailer 3, braun, 100x200x250mm,";"VE 20";4250414135997;0.133;0.133;;;;45.9;2.66;4.5;84.1;20;;20;25;10;4250414136000;;;;;"120 KLS / 80 Ws / 115TL";"1.20b KLS N2";1320;;;;;Stck.;48191000;
312401220;"Smart-Mailer 1 , braun, 160x120x110mm,";"20 St. gebündelt ";4250414136017;0.097;0.097;;;;38.9;1.94;4.5;72.1;20;;12;11;16;4250414136024;;;;;"120 KLS / 80 WS / 115TL";"1.20b KLS N2";1320;;;;;Stck.;48191000;
312502015;"Versandkarton, 600x400x300mm";"braun, 15 St. gebündelt";4250414144425;0.865;0.865;41.2;32.2;61.2;73;;17;101.5;;;40;30;60;;;;;;"120 KLS braun / 80 WS / 90 WS / 90 WS / 115 TL braun";"2.30bc KLS N2";180;;;;;Stck.;48191000;"Fefco 0201"
312502025;"Versandkarton, 500x100x110mm";"braun, 25 St. gebündelt";4250414144395;0.095;0.095;;;;22;;11;61;;;;;;4250414145538;;;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";1800;;;;;Stck.;48191000;"Fefco 0201"
312502027;"Versandkarton, 750x430x130mm";"braun, ungebündelt";4250414144449;0.825;0.825;44.2;15.2;76.2;59;;1.5;119.5;;;43;13;75;;;;;;"120 KLS braun / 80 WS / 90 WS / 90 WS / 115 TL braun";"2.30bc KLS N2";90;;;;;Stck.;48191000;"Fefco 0201"
312502028;"Versandkarton, 600x600x600mm";"ungebündelt, ZR bei 300,400,500mm";4250414144456;1.735;1.735;61.2;62.2;61.2;121.5;;1.5;123;;;60;60;60;;;;;;"120 KLS braun / 80 WS / 90 WS / 90 WS / 115 TL braun";"2.30bc KLS N2";90;;;;;Stck.;48191000;"Fefco 0201"
312502115;"Versandkarton, 400x300x300mm";"braun, 15 St. gebündelt";4250414144432;0.529;0.529;31.2;32.2;41.2;63;7.935;17;71.5;15;;30;30;40;;;;;;"120 KLS braun / 80 WS / 90 WS / 90 WS / 115 TL braun";"2.30bc KLS N2";180;;;;;Stck.;48191000;"Fefco 0201"
312502125;"Versandkarton, 380x250x200mm";"braun, 25 St. gebündelt";4250414144418;0.207;0.21;;;;46;;11;64;;;;;;4250414145545;;;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";900;;;;;Stck.;48191000;"Fefco 0201"
312900101;"Versandkarton, 1188x588x579mm";"braun, ungebündelt, DHL Karton";4250414144487;2.492;2.492;120;60;60;119.5;2.492;1.2;179;1;;58.8;57.9;118.8;4250414144494;;;;;"120 KLS / 80 Ws / 90 WS / 90 WS / 115 tL";"2.30bc KLS N2";90;;;;;Stck.;48191000;"Fefco 0201"
312905029;"Versandkarton, 700x500x500mm";"ungebündelt, ZR bei 200,300,400mm";4250414144463;1.46;1.46;51.2;51.2;71.2;103;;1.5;121.5;;;50;50;70;;;;;;"120 KLS braun / 80 WS / 90 WS / 90 WS / 115 TL braun";"2.30bc KLS N2";90;;;;;Stck.;48191000;"Fefco 0201"
312910008;"Aufbewahrungsbox mit Deckel, 335x245x195mm";"weiß, 3 Sets in Umverpackung, ``Klein``";4250414146177;0.586;0;25;20.5;34;65.5;;3.5;56.5;3;;24.5;19.5;33.5;;;"1 Farbe + Lack, vollflächig";2;;"135 KL weiß / 80 WS / 135 TL braun";"1.30b weiß N2";156;;;;;Stck.;48191000;"Fefco 0216"
312910009;"Aufbewahrungsbox mit Deckel, 493x343x295mm";"weiß, 3 Sets in Umverpackung, ``Groß``";4250414146191;1.1884;0;35;30.5;50;92.5;;3.5;82;3;;34.3;29.5;49.3;;;;4;;;;78;;;;;Stck.;48191000;
312910010;"Archiv-Klappbox, 410x320x285mm ";"braun, 10 St. gebündelt, SBP ";4250414142827;0.67;0.671;32.8;30;42.2;70.5;;5.5;74;;;32;28.5;41;4250414144531;;;;;"140 KLS braun / 115 WS / 135 TL braun ";"1.30b KLS N7";300;;;;;Stck.;48191000;
312930007;"Stülpdeckelkarton, 305x215x150mm";"Boden u. Deckel Set";4250414145569;0.177;0.18;22.3;15.2;30.8;;;;;;;21.5;15;30.5;;;;;;"115 TL braun / 70 WS / 115 TL braun";1.02e;2240;;;;;Stck.;48191000;"Fefco 0304"
312930008;"Stülpdeckelkarton, 305x215x150mm";"braun, 1 Einheit pro Stück, Deckel, 20 St. geb.";4250414145569;0.091;0;21.8;15.6;30.8;22;1.82;14;31;20;;21.5;15;30.5;;;;;;"115 TL braun / 70 WS / 115 TL braun";1.02e;2240;;;;;Stck.;48191000;"Fefco 0304"
312930009;"Stülpdeckelkarton, 305x215x150mm";"braun, 1 Einheit pro Stück, Boden, 20 St. geb.";4250414145569;0.086;0;21.8;15.6;30.8;22;1.72;14;31;20;;21.5;15;30.5;;;schwarz;;;"115 TL braun / 70 WS / 115 TL braun";1.02e;2240;;;;;Stck.;48191000;"Fefco 0304"
312930010;"Stülpdeckelkarton, 305x215x100mm";"braun, 1 Einheit pro Stück, Deckel, 20 St. geb.";4250414145484;0.07;0.135;21.8;10.6;30.8;22;1.4;13;31;20;;21.5;10;30.5;;;;;;"115 TL braun / 70 WS / 115 TL braun";1.02e;2880;;;;;Stck.;48191000;"Fefco 0304"
312930011;"Stülpdeckelkarton, 305x215x100mm";"braun, 1 Einheit pro Stück, Boden, 20 St. geb.";4250414145484;0.061;0;21.8;10.6;30.8;22.5;1.22;13;31;20;;21.5;10;30.5;;;schwarz;;;"115 TL braun / 70 WS / 115 TL braun";1.02e;2880;;;;;Stck.;48191000;"Fefco 0304"
312930012;"Stülpdeckelkarton, 305x215x100mm";"Boden u. Deckel Set";4250414145484;0.131;0;22.3;10.2;30.8;;;;;;;21.5;10;30.5;;;schwarz;;;"115 TL braun / 70 WS / 115 TL braun";1.02e;2880;;;;;Stck.;48191000;"Fefco 0304"
312930015;"Versandkarton, 315x315x225mm";"braun, 15 St. geb., 3xA4";4250414145491;0.428;0.43;32.7;24.7;32.7;56.5;6.42;17;64.5;15;;31.5;22.5;31.5;;;schwarz;;;"120 KLS braun / 80 WS / 90 WS / 90 WS / 115 TL braun";"2.30bc KLS N2";180;;;;;Stck.;48191000;"Fefco 0201"
312930016;"Stülpdeckelkarton, 305x215x50mm";"braun, 1 Einheit pro Stück, Deckel, 20 St. geb.";4250414145927;0.044;0;21.8;5.6;30.8;23;0.88;9;31.5;20;;21.5;5;30.5;;;;;;"115 TL braun / 70 WS / 115 TL braun";1.02e;3520;;;;;Stck.;48191000;"Fefco 0304"
312930017;"Stülpdeckelkarton, 305x215x50mm";"braun, 1 Einheit pro Stück, Boden, 20 St. geb.";4250414145927;0.04;0;21.8;5.6;30.8;22;0.8;9;31;20;;21.5;5;30.5;;;schwarz;;;"115 TL braun / 70 WS / 115 TL braun";1.02e;3520;;;;;Stck.;48191000;"Fefco 0304"
312930019;"Stülpdeckelkarton, 305x215x50mm";"Boden u. Deckel Set";4250414145927;0.084;0;22.3;5.2;30.8;;;;;;;21.5;5;30.5;;;;;;"115 TL braun / 70 WS / 115 TL braun";1.02e;3520;;;;;Stck.;48191000;"Fefco 0304"
312930020;"Versandkarton, 315x210x225mm";"braun, 20 St. geb., 2xA4";4250414145507;0.269;0.27;21.7;23.9;32.2;45;5.38;16;53.5;20;;21;22.5;31.5;;;;;;"120 KLS braun / 80 WS / 90 WS / 80 WS / 115 TL braun";"2.30be KLS N2";480;;;;;Stck.;48191000;"Fefco 0201"
312930115;"Versandkarton, 418x315x225mm";"braun, 15 St. geb., 4xA4";4250414145606;0.5;0.5;32.7;24.7;43;57;7.5;17;75;15;;31.5;22.5;41.8;;;schwarz;;;"120 KLS braun / 80 WS / 90 WS / 90 WS / 115 TL braun";"2.30bc KLS N2";180;;;;;Stck.;48191000;"Fefco 0201"
312930120;"Versandkarton, 315x105x225mm";"braun, 20 St. geb., 1xA4";4250414145590;0.17;0.17;11.2;23.9;32.2;34.5;3.4;16;43;20;;10.5;22.5;31.5;;;schwarz;;;"120 KLS braun / 80 WS / 90 WS / 80 WS / 115 TL braun";"2.30be KLS N2";720;;;;;Stck.;48191000;"Fefco 0201"
312930215;"Versandkarton, 518x315x225mm";"braun, 15 St. geb., 5xA4";4250414145934;0.565;0.565;32.7;24.7;53;57;8.475;16.5;85;15;;31.5;22.5;51.8;;;schwarz;;;"120 KLS braun / 80 WS / 90 WS / 90 WS / 115 TL braun";"2.30bc KLS N2";180;;;;;Stck.;48191000;"Fefco 0201"
312930216;"Versandkarton, 618x315x225mm";"braun, 15 St. geb., 6xA4";4250414145941;0.63;0;32.7;24.7;63;57;9.45;16.5;95;15;;31.5;22.5;61.8;;;schwarz;;;"120 KLS braun / 80 WS / 90 WS / 90 WS / 115 TL braun";"2.30bc KLS N2";180;;;;;Stck.;48191000;"Fefco 0201"
314112110;"Palettenhütchen ""Nicht stapeln"" - 3-sprachig,";"25 St geb. / 100 St im Umkarton, 200x200x245mm";4250414135744;0.086;0.083;36;23;36;33;8.3;5.5;61.7;100;;20;22;20;4250414135751;4250414135768;"weiß mit rotem Druck";2;;"135TLW / 115 wS / 120 TL";"1.20b weiß Q1";1800;24;8.3;33.2;62.2;Stck.;48191000;"Fefco 0500"
321100015;"Felgenversandkarton, 420x420x215mm ";"15 Zoll Felgen, braun, Lose auf Palette";4250414142674;0.741;0.741;;;;66;;17.5;85.5;;;;;;;;;;;"140 KLS braun / 80 WS / 90 WS / 115 WS / 135 TL braun ";"2.40bc KLS N2 ";180;;;;;Stck.;48191000;"Fefco 0201"
321100100;"Felgenversandkarton, 500x500x290mm ";"18 Zoll Felgen, braun, Lose ";4250414142704;1.083;1.083;;;;81.5;;1.15;101.5;;;50;29;50;;;;;;"140 KLS braun / 80 WS / 90 WS / 115 WS / 135 TL braun ";"2.40bc KLS N2 ";92;;;;;Stck.;48191000;"Fefco 0201"
321100115;"Felgenversandkarton, 445x445x240mm";"16 Zoll Felgen, braun, Lose auf Palette ";4250414142681;0.842;0.842;;;;71;;17.5;90.5;;;;;;;;;;;"140 KLS braun / 80 WS / 90 WS / 115 WS / 135 TL braun ";"2.40bc KLS N2 ";180;;;;;Stck.;48191000;"Fefco 0201"
321100200;"Felgenversandkarton, 525x525x310mm ";"19 Zoll Felgen, braun, Lose ";4250414142773;1.197;1.197;;;;86;;1.15;106.5;;;;;;;;;;;"140 KLS braun / 80 WS / 90 WS / 115 WS / 135 TL braun ";"2.40bc KLS N2 ";92;;;;;Stck.;48191000;"Fefco 0201"
321100215;"Felgenversandkarton, 470x470x265mm";"17 Zoll Felgen, braun, Lose auf Palette ";4250414142698;0.951;0.951;;;;76;;17.5;95.5;;;47;26.5;47;;;;;;"140 KLS braun / 80 WS / 90 WS / 115 WS / 135 TL braun ";"2.40bc KLS N2 ";92;;;;;Stck.;48191000;"Fefco 0201"
321100300;"Felgenversandkarton, 550x550x340mm";"20 Zoll Felgen, braun, Lose ";4250414142728;1.334;1.334;;;;91.5;;1.15;111.5;;;;;;;;;;;"140 KLS braun / 80 WS / 90 WS / 115 WS / 135 TL braun ";"2.40bc KLS N2 ";92;;;;;Stck.;48191000;"Fefco 0201"
321100400;"Felgenversandkarton, 575x575x365mm ";"21 Zoll Felgen, braun, Lose ";4250414142735;1.468;1.468;;;;96.5;;1.15;116.5;;;;;;;;;;;"140 KLS braun / 80 WS / 90 WS / 115 WS / 135 TL braun ";"2.40bc KLS N2";92;;;;;Stck.;48191000;"Fefco 0201"
321100500;"Felgenversandkarton, 600x600x390mm";"22 Zoll Felgen, braun, Lose ";4250414142742;1.611;1.611;;;;101.5;;1.15;121.5;;;;;;;;;;;"140 KLS braun / 80 WS / 90 WS / 115 WS / 135 TL braun";"2.40bc KLS N2 ";92;;;;;Stck.;48191000;"Fefco 0201"
321100600;"Felgenversandkarton, 660x660x300mm";"15-19 Zoll Komplettrad, braun, Lose";4250414142759;1.716;1.716;;;;98.5;;1.15;133.5;;;;;;;;;;;"140 KLS braun / 80 WS / 90 WS / 115 WS / 135 TL braun ";"2.40bc KLS N2";92;;;;;Stck.;48191000;"Fefco 0201"
321100700;"Felgenversandkarton, 725x725x300mm";"20-22 Zoll Komplettrad, braun, Lose ";4250414142766;2.003;2.003;;;;105;;1.15;146.5;;;;;;;;;;;"140 KLS braun / 80 WS / 90 WS / 115 WS / 135 TL braun";"2.40bc KLS N2";92;;;;;Stck.;48191000;"Fefco 0201"
321201240;"Pizzakarton, 240x240x40mm";"braun, 100 St. in Folie";4250414145415;8.3385;0.083;24.3;4.3;25.8;32;;15;64.5;;;24;4;24;4250414145422;;;;;"120 KLS braun / 115 WS / 135 KL braun";"1.21e Z2";66;;;;;Pck.;48191000;Stanzverpackung
321201260;"Pizzakarton, 260x260x40mm";"braun, 100 St. in Folie";4250414145170;9.464;0.094;26.3;4.3;27.8;34;;15;68.5;;;26;4;26;4250414145187;;;;;"120 KLS braun / 115 WS / 135 KL braun";"1.21e Z2";18;;;;;Pck.;48191000;Stanzverpackung
321201320;"Pizzakarton, 320x320x40mm";"braun, 100 St. in Folie";4250414145194;12.3722;0.123;32.3;4.3;33.8;40;;15;80.5;;;32;4;32;4250414145200;;;;;"120 KLS braun / 115 WS / 135 KL braun";"1.21e Z2";33;;;;;Pck.;48191000;Stanzverpackung
321201360;"Pizzakarton, 360x360x40mm";"braun, 100 St. in Folie";4250414145354;15.6674;0.156;36.3;4.3;37.8;44;;15;88.5;;;36;4;36;4250414145361;;;;;"120 KLS braun / 115 WS / 135 KL braun";"1.21e Z2";33;;;;;Pck.;48191000;Stanzverpackung
321201400;"Pizzakarton, 400x400x40mm";"braun, 100 St. in Folie";4250414145255;18.5722;0.185;40.3;4.3;41.8;48;;15;96.5;;;40;4;40;4250414145262;;;;;"120 KLS braun / 115 WS / 135 KL braun";"1.21e Z2";22;;;;;Pck.;48191000;Stanzverpackung
321300100;"Skikarton - alternativ, 290x125x1714mm, VE5";"5-Seitenkarton mit abgestanzten Ecken, Intersport ";4250414144104;1.459;1.46;;;;55.5;;13;99;;;12.5;171.4;29;4250414144111;;;;;"175 KL braun / 80 WS / 90 WS / 135 WS / 175 KL braun ";"2.60bc N1 ";275;;;;;Stck.;48191000;"Fefco 0410"
321300101;"Lagerkarton, 600x400x300mm (AM), ``Mittel``";"weiß, lose, IM: 587x382x281mm";4250414146030;0.715;0;40;30;60;60;0.7;1.5;121;1;;38.2;28.1;58.7;;;;;;"135 KL weiß / 80 WS / 90 WS / 80 WS / 90 TL braun";"2.30be weiß N2";260;;;;;Stck.;48191000;Stanzverpackung
321300103;"Lagerkarton ``Klein``, 380x360x200mm";"weiß, lose auf Palette";4250414146016;0.4;0;36.7;21.4;38.7;;;;;;;36;20;38;;;;;;"135 KL weiß / 80 WS / 90 WS / 80 WS / 90 TL braun";"2.30be weiß N2";260;;;;;Stck.;48191000;Stanzverp.
321300104;"Lagerkarton ``Maxi``, 780x580x360mm";weiß;4250414146023;1.3028;0;58.7;37.4;78.7;;;;;;;58;36;78;;;;;;"135 KL weiß / 80 WS / 90 WS / 80 WS / 90 TL braun";"2.30be weiß N2";84;;;;;Stck.;48191000;Stanzverp.
321300150;"Fahrradkarton, 1580x185x755mm";"braun, 150 St. Palette, ungebündelt";4250414144630;2.66;2.66;;;;115;;1;178;;;;;;;;;;;"140 KLS braun / 80 WS / 90 WS / 115 WS / 135 TL braun";"2.40bc KLS N2";150;;;;;Stck.;48191000;"Fefco 0203"
321300151;"Fahrradkarton, 1580x185x755mm";"braun, VE1";4250414144630;2.66;2.66;;;;;;;;;;;;;4250414144661;;;;;"140 KLS braun / 80 WS / 90 WS / 115 WS / 135 TL braun";"2.40bc KLS N2";30;;;;;Stck.;;"Fefco 0203"
321600310;"Automatikbodenkarton, 400x260x260mm";"braun, mit SK und Aufreißfaden, 10 St. geb.";4250414143671;0.268;0.268;40.3;26.6;26.3;52.6;2.68;7;66.6;10;;26;26;40;4250414140076;;;3600;;"120 KLS / 80 Ws / 115 TL";"1.20b KLS N2";320;;;;;Stck.;48191000;"Fefco 0701"
321600410;"Automatikbodenkarton, A4+, 310x230x158mm";"braun, mit SK und Aufreißfaden, 10 St. geb. ";4250414143640;0.242;0.242;31.3;16.4;23.3;39.4;2.42;7;54.6;10;;23;15.8;31;4250414140083;;;;;"120 KLS / 80 Ws / 115 TL";"1.20b KLS N2";680;;;;;Stck.;48191000;"Fefco 0701"
321600510;"Automatikbodenkarton, 160x130x70mm";"braun, mit SK und Aufreißfaden, 10 St. geb.";4250414143558;0.047;0.047;16.3;7.6;13.3;20.6;0.47;7;29.6;10;;13;7;16;4250414140090;;;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";2280;;;;;Stck.;48191000;"Fefco 0701"
321600610;"Automatikbodenkarton, A5, 213x153x109mm";"braun, mit SK und Aufreißfaden, 10 St. geb.";4250414143602;0.078;0.078;21.6;11.5;15.6;26.8;0.78;7;37.2;10;;15.3;10;21.3;4250414140106;;;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";1600;;;;;Stck.;48191000;"Fefco 0701"
321600810;"Automatikbodenkarton, 289x160x270mm";"braun, 10 St. gebündelt, mit SK u. Aufreißfaden";4250414144807;0.17;0.17;;;;44.5;;7;45.5;;;;;;;;;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";900;;;;;Stck.;48191000;"Fefco 0703"
321601510;"Automatikbodenkarton, 343x243x63mm";"SK u. Aufreißfaden, 10 St. geb., AM: 348x248x78mm";4250414146412;0.153;0;25;8;35;32.5;1.53;5.5;59.5;10;;24.7;7;34.7;4250414146443;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";960;;;;;Stck.;48191000;"Fefco 0701"
321602010;"Automatikbodenkarton, 260x190x90mm";"braun, 10 St., mit SK u. Aufreißfaden";4250414144500;0.105;0.105;;;;29;;5.5;46;;;;;;;;;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";1200;;;;;Stck.;48191000;"Fefco 0701"
321602110;"Automatikbodenkarton, 200x150x90mm";"braun, 10 St., mit SK u. Aufreißfaden";4250414144517;0.07;0.07;15.5;10;20.5;25;0.7;5.5;36;10;;15;9;20;;;;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";1600;;;;;Stck.;48191000;"Fefco 0701"
321610411;"Automatikbodenkarton, 310x230x160mm";"weiß, mit SK u. Faden, 10 St. geb.";4250414144555;0.29;0.29;;;;39.5;;6;55;;;;;;;;;;;"135 TL weiß / 115 WS / 115 TL braun";"1.20b weiß Q1";680;;;;;Stck.;48191000;"Fefco 0701"
